session,project_code,session_message,session_note,event_date,event_date_(pst),event_site,life_stage,brood_year,migration_year,spawn_year,release_site,rkm_mask,rkm_ext,release_temp,release_date,release_date_(pst),tagger,organization,capture_method,mark_method,mark_temp,hold_temp,file_title,species,hatchery_site,run,stock,rearing_type,raceway/transect,close_date
NA,SA,NA,NA,7/30/2004 6:30,NA,CAPEHC,NA,3,5,NA,CAPEHC,522.303.319.170.010,1,NA,7/31/2004 4:45,NA,MCINTYRE K,NMFS,SHOCK,HAND,7,8,SA04212.CH1,NA,,NA,,NA,,7/30/2004 9:09
NA,SA,NA,NA,7/30/2004 9:11,NA,CAPEHC,NA,3,5,NA,CAPEHC,522.303.319.170.010,1,NA,7/30/2004 12:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,8,14.5,SA04212.CH2,NA,,NA,,NA,,7/30/2004 13:30
NA,SA,NA,NA,7/31/2006 6:54,NA,CAPEHC,NA,5,7,NA,CAPEHC,522.303.319.170.010,1,NA,8/1/2006 4:30,NA,ACHORD S,NMFS,SHOCK,HAND,6,8,SA06212.CH1,NA,,NA,,NA,,7/31/2006 7:55
NA,SA,NA,NA,7/31/2007 8:20,NA,CAPEHC,NA,6,8,NA,CAPEHC,522.303.319.170.010,1,NA,8/1/2007 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.3,11,SA07212.CH1,NA,,NA,,NA,,7/31/2007 9:31
NA,SA,NA,NA,7/29/2009 7:12,NA,CAPEHC,NA,8,10,NA,CAPEHC,522.303.319.170.010,1,NA,7/30/2009 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,7,8,SA09210.CH1,NA,,NA,,NA,,7/29/2009 8:34
NA,SA,NA,NA,7/27/2010 5:49,NA,CAPEHC,NA,9,11,NA,CAPEHC,522.303.319.170.010,1,NA,7/27/2010 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,9,SA10208.CH1,NA,,NA,,NA,,7/30/2010 7:04
NA,GAA,NA,NA,8/8/2013 6:02,NA,CAPEHC,NA,12,14,NA,CAPEHC,522.303.319.170.010,1,NA,8/9/2013 5:20,NA,LAMB J,NMFS,SHOCK,HAND,7.5,7.5,GAA13220.CH1,NA,,NA,,NA,,9/4/2013 9:37
NA,GAA,NA,NA,8/8/2013 6:57,NA,CAPEHC,NA,12,14,NA,CAPEHC,522.303.319.170.010,1,NA,8/8/2013 12:05,NA,LAMB J,NMFS,SHOCK,HAND,7.5,12,GAA13220.CH2,NA,,NA,,NA,,9/4/2013 9:39
NA,GAA,NA,NA,8/9/2013 5:13,NA,CAPEHC,NA,12,14,NA,CAPEHC,522.303.319.170.010,1,NA,8/9/2013 8:30,NA,LAMB J,NMFS,SHOCK,HAND,7.3,7.7,GAA13221.CH1,NA,,NA,,NA,,9/4/2013 9:41
NA,GAA,NA,NA,8/2/2015 10:54,NA,CAPEHC,NA,15,16,NA,CAPEHC,522.303.319.170.010,1,NA,8/3/2015 6:30,NA,ARIOUS V,NMFS,SHOCK,HAND,10,NA,GAA15214.CP1,NA,,NA,,NA,,8/2/2015 12:04
NA,GAA,NA,NA,7/27/2016 6:50,NA,CAPEHC,NA,16,17,NA,CAPEHC,522.303.319.170.010,1,NA,7/28/2016 5:00,NA,ARIOUS V,NMFS,SHOCK,HAND,7,NA,GAA16209.CH1,NA,,NA,,NA,,8/31/2016 12:05
NA,GAA,NA,NA,7/27/2016 8:21,NA,CAPEHC,NA,16,17,NA,CAPEHC,522.303.319.170.010,1,NA,7/27/2016 10:00,NA,ARIOUS V,NMFS,SHOCK,HAND,8,NA,GAA16209.CH2,NA,,NA,,NA,,8/31/2016 12:04
GAA-2021-205-001,GAA,24Hr Hold,NA,7/24/2021 6:00,7/24/2021 5:00,CAPEHC,Juvenile,NA,2022,NA,CAPEHC,522.303.319.170.010,1,6.5,7/25/2021 5:12,7/25/2021 4:12,ARIOUS V,NMFS,SHOCK,HAND,6,NA,gaa-2021-205-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-209-001,GAA,CapeHorn Creek,NA,7/28/2025 7:00,7/28/2025 6:00,CAPEHC,Juvenile,NA,2026,NA,CAPEHC,522.303.319.170.010,1,7,7/28/2025 8:50,7/28/2025 7:50,ARIOUS V,NMFS,SHOCK,HAND,6,NA,gaa-2025-209-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/8/1998 11:17,NA,CAPEHC,NA,97,99,NA,CAPEHC,522.303.319.170.010,2,NA,8/8/1998 12:45,NA,ACHORD S,NMFS,SHOCK,HAND,10,12,SA98220.CH2,NA,NA,NA,NA,NA,NA,8/8/1998 12:15
NA,SA,NA,NA,8/1/2003 8:11,NA,CAPEHC,NA,2,4,NA,CAPEHC,522.303.319.170.010,2,NA,8/1/2003 10:45,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA03213.CH2,NA,,NA,,NA,,8/1/2003 10:15
NA,AAB,NA,NA,7/31/2004 7:20,NA,CAPEHC,NA,3,5,NA,CAPEHC,522.303.319.170.010,2,NA,7/31/2004 11:30,NA,HODGE J,IDFG,SHOCK,HAND,7,9,AAB04213.CH1,NA,,NA,,NA,,7/31/2004 10:37
NA,SA,NA,NA,7/31/2006 7:55,NA,CAPEHC,NA,5,7,NA,CAPEHC,522.303.319.170.010,2,NA,7/31/2006 10:15,NA,ACHORD S,NMFS,SHOCK,HAND,6,8,SA06212.CH2,NA,,NA,,NA,,7/31/2006 11:17
NA,SA,NA,NA,7/31/2007 9:32,NA,CAPEHC,NA,6,8,NA,CAPEHC,522.303.319.170.010,2,NA,7/31/2007 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,15.7,SA07212.CH2,NA,,NA,,NA,,7/31/2007 12:42
NA,SA,NA,NA,7/29/2009 8:43,NA,CAPEHC,NA,8,10,NA,CAPEHC,522.303.319.170.010,2,NA,7/29/2009 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,7,11,SA09210.CH2,NA,,NA,,NA,,7/29/2009 12:24
NA,GAA,NA,NA,8/5/2014 6:19,NA,CAPEHC,NA,13,15,NA,CAPEHC,522.303.319.170.010,2,NA,8/6/2014 4:55,NA,AXEL G,NMFS,SHOCK,HAND,7.2,10,GAA14217.CH,NA,,NA,,NA,,9/10/2014 10:35
NA,GAA,NA,NA,8/5/2014 7:07,NA,CAPEHC,NA,13,15,NA,CAPEHC,522.303.319.170.010,2,NA,8/5/2014 12:10,NA,AXEL G,NMFS,SHOCK,HAND,7.2,10,GAA14217.CH2,NA,,NA,,NA,,9/22/2014 10:30
NA,GAA,NA,NA,8/3/2015 7:14,NA,CAPEHC,NA,15,16,NA,CAPEHC,522.303.319.170.010,2,NA,8/3/2015 10:00,NA,ARIOUS V,NMFS,SHOCK,HAND,8,NA,GAA15215.CP2,NA,,NA,,NA,,8/3/2015 11:45
GAA-2017-207-002,GAA,Cape Horn 24 hr hold,NA,7/26/2017 8:00,7/26/2017 7:00,CAPEHC,Juvenile,NA,2018,NA,CAPEHC,522.303.319.170.010,2,7,7/27/2017 5:10,7/27/2017 4:10,ARIOUS V,NMFS,SHOCK,HAND,9.2,NA,gaa-2017-207-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-207-003,GAA,cape horn day 1,NA,7/26/2017 8:00,7/26/2017 7:00,CAPEHC,Juvenile,NA,2018,NA,CAPEHC,522.303.319.170.010,2,7,7/27/2017 6:00,7/27/2017 5:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2017-207-003.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-208-001,GAA,Day2,NA,7/27/2017 8:00,7/27/2017 7:00,CAPEHC,Juvenile,NA,2018,NA,CAPEHC,522.303.319.170.010,2,10.5,7/27/2017 9:30,7/27/2017 8:30,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2017-208-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-203-001,GAA,Cape Horn Creek,NA,7/22/2019 8:00,7/22/2019 7:00,CAPEHC,Juvenile,NA,2020,NA,CAPEHC,522.303.319.170.010,2,10,7/22/2019 11:40,7/22/2019 10:40,ARIOUS V,NMFS,SHOCK,HAND,7.5,NA,gaa-2019-203-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2021-205-002,GAA,Cape Horn day 1,NA,7/24/2021 6:00,7/24/2021 5:00,CAPEHC,Juvenile,NA,2022,NA,CAPEHC,522.303.319.170.010,2,11,7/24/2021 10:00,7/24/2021 9:00,ARIOUS V,NMFS,SHOCK,HAND,6,NA,gaa-2021-205-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-201-002,GAA,24 hour hold,NA,7/24/2021 6:00,7/24/2021 5:00,CAPEHC,Juvenile,NA,2022,2020,CAPEHC,522.303.319.170.010,2,6,7/25/2021 5:00,7/25/2021 4:00,ARIOUS V,NMFS,SHOCK,HAND,6,NA,gaa-2022-201-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2022-202-001,GAA,Day 2,NA,7/21/2022 6:00,7/21/2022 5:00,CAPEHC,Juvenile,NA,2023,NA,CAPEHC,522.303.319.170.010,2,10,7/21/2022 11:30,7/21/2022 10:30,ARIOUS V,NMFS,SHOCK,HAND,4,NA,gaa-2022-202-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-209-002,GAA,Capehorn Sculpin,NA,NA,NA,CAPEHC,Adult,NA,2026,NA,CAPEHC,522.303.319.170.010,2,10,7/28/2025 13:00,7/28/2025 12:00,ARIOUS V,NMFS,SHOCK,HAND,6,NA,gaa-2025-209-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-209-003,GAA,Cape Horn Creek,NA,7/28/2025 9:00,7/28/2025 8:00,CAPEHC,Juvenile,NA,2026,NA,CAPEHC,522.303.319.170.010,2,8,7/28/2025 11:00,7/28/2025 10:00,ARIOUS V,NMFS,SHOCK,HAND,6,NA,gaa-2025-209-003.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/3/1999 7:30,NA,CAPEHC,NA,98,0,NA,CAPEHC,522.303.319.170.010,3,NA,8/3/1999 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,8,NA,SA99215.CH2,NA,,NA,,NA,,9/3/1999 9:20
NA,SA,NA,NA,7/31/2004 6:06,NA,CAPEHC,NA,3,5,NA,CAPEHC,522.303.319.170.010,3,NA,7/31/2004 10:00,NA,HODGE J,NMFS,SHOCK,HAND,7,9,SA04213.CH1,NA,,NA,,NA,,7/31/2004 10:34
NA,AAB,NA,NA,8/3/2005 8:30,NA,CAPEHC,NA,4,6,NA,CAPEHC,522.303.319.170.010,3,NA,8/3/2005 11:00,NA,ACHORD S,IDFG,SHOCK,HAND,6,11,AAB05215.CH1,NA,,NA,,NA,,8/3/2005 11:48
NA,SA,NA,NA,8/3/2005 8:18,NA,CAPEHC,NA,4,6,NA,CAPEHC,522.303.319.170.010,3,NA,8/4/2005 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,6,6,SA05215.CH1,NA,,NA,,NA,,8/3/2005 9:25
NA,SA,NA,NA,8/3/2005 9:28,NA,CAPEHC,NA,4,6,NA,CAPEHC,522.303.319.170.010,3,NA,8/3/2005 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,6,11,SA05215.CH2,NA,,NA,,NA,,8/3/2005 11:47
NA,SA,NA,NA,8/1/2002 5:45,NA,CAPEHC,NA,1,3,NA,CAPEHC,522.303.319.170.010,5,NA,8/1/2002 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,3,5,SA02213.CH1,NA,,NA,,NA,,8/1/2002 7:55
NA,SA,NA,NA,8/1/2002 7:55,NA,CAPEHC,NA,1,3,NA,CAPEHC,522.303.319.170.010,5,NA,8/1/2002 11:00,NA,ACHORD S,NMFS,BSEINE,HAND,5,5,SA02213.CH2,NA,,NA,,NA,,8/1/2002 9:22
NA,SA,NA,NA,7/30/2009 7:25,NA,CAPEHC,NA,8,10,NA,CAPEHC,522.303.319.170.010,5,NA,7/30/2009 9:45,NA,ACHORD S,NMFS,SHOCK,HAND,6,9,SA09211.CH1,NA,,NA,,NA,,7/30/2009 10:32
NA,SA,NA,NA,8/3/1994 7:36,NA,CAPEHC,NA,93,95,NA,CAPEHC,522.303.319.170.010,6,NA,8/3/1994 11:00,NA,ACHORD S,NMFS,BSEINE,HAND,9.5,11,SA94215.CH1,1,,1,,W,,8/3/1994 9:31
NA,SA,NA,NA,8/3/1994 9:32,NA,CAPEHC,NA,93,95,NA,CAPEHC,522.303.319.170.010,6,NA,8/4/1994 6:30,NA,ACHORD S,NMFS,BSEINE,HAND,10,10,SA94215.CH2,1,,1,,W,,8/3/1994 10:24
NA,SA,NA,NA,8/3/1994 10:24,NA,CAPEHC,NA,93,95,NA,CAPEHC,522.303.319.170.010,6,NA,8/3/1994 13:00,NA,ACHORD S,NMFS,BSEINE,HAND,11,13.5,SA94215.CH3,1,,1,,W,,8/3/1994 12:38
NA,SA,NA,NA,8/3/1994 12:39,NA,CAPEHC,NA,93,95,NA,CAPEHC,522.303.319.170.010,6,NA,8/3/1994 13:30,NA,ACHORD S,NMFS,SHOCK,HAND,14.5,14.5,SA94215.CH4,1,,1,,W,,8/3/1994 12:56
NA,SA,NA,NA,8/1/2002 9:22,NA,CAPEHC,NA,1,3,NA,CAPEHC,522.303.319.170.010,6,NA,8/1/2002 13:00,NA,ACHORD S,NMFS,SHOCK,HAND,6,10,SA02213.CH3,NA,,NA,,NA,,8/1/2002 11:39
NA,SA,NA,NA,8/2/2003 4:31,NA,CAPEHC,NA,2,4,NA,CAPEHC,522.303.319.170.010,6,NA,8/2/2003 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,8.5,SA03214.CH1,NA,,NA,,NA,,8/2/2003 4:41
NA,SA,NA,NA,8/2/2003 6:41,NA,CAPEHC,NA,2,4,NA,CAPEHC,522.303.319.170.010,6,NA,8/2/2003 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,8.5,SA03214.CH2,NA,,NA,,NA,,8/2/2003 9:30
NA,SA,NA,NA,8/6/1991 8:52,NA,CAPEHC,NA,90,92,NA,CAPEHC,522.303.319.170.10,1,NA,8/6/1991 15:30,NA,ACHORD S,NMFS,SHOCK,AUTO,11,NA,SA91218.CH1,1,,1,,W,,8/6/1991 9:17
NA,SA,NA,NA,8/6/1991 12:12,NA,CAPEHC,NA,90,92,NA,CAPEHC,522.303.319.170.10,2,NA,8/6/1991 15:45,NA,ACHORD S,NMFS,SHOCK,AUTO,14.5,NA,SA91218.CH2,1,,1,,W,,8/6/1991 12:27
NA,SA,NA,,8/12/1990 6:05,NA,CAPEHC,NA,89,91,NA,CAPEHC,522.303.319.180,2,15,8/12/1990 13:15,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,9,NA,SA90224.CH1,1,NA,1,NA,W,,8/12/1990 6:24
NA,SA,NA,24-HOUR HOLD,8/11/1990 7:57,NA,CAPEHC,NA,89,91,NA,CAPEHC,522.303.319.180.9,1,15,8/12/1990 13:15,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,10.5,NA,SA90223.CH1,1,NA,1,NA,W,,8/11/1990 9:15
NA,SA,NA,NA,8/21/2008 8:16,NA,CHAMBC,NA,7,9,NA,CHAMBC,522.303.282,24,NA,8/22/2008 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,10,10.4,SA08234.CB1,NA,,NA,,NA,,8/21/2008 9:48
NA,SA,NA,NA,8/25/2010 5:53,NA,CHAMBC,NA,9,11,NA,CHAMBC,522.303.282,24,NA,8/26/2010 5:10,NA,ACHORD S,NMFS,SHOCK,HAND,8,8.3,SA10237.CB1,NA,,NA,,NA,,8/25/2010 9:57
GAA-2025-228-001,GAA,Chamberlain 24Hr Hold,NA,8/16/2025 8:00,8/16/2025 7:00,CHAMBC,Juvenile,NA,2026,NA,CHAMBC,522.303.282,24,12,8/17/2025 8:00,8/17/2025 7:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2025-228-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-228-002,GAA,Sculpin,NA,8/16/2025 8:00,8/16/2025 7:00,CHAMBC,Juvenile,NA,2026,NA,CHAMBC,522.303.282,24,15,8/16/2025 12:00,8/16/2025 11:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2025-228-002.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/21/2002 9:48,NA,CHAMBC,NA,1,3,NA,CHAMBC,522.303.282,25,NA,8/21/2002 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA02233.CB1,NA,,NA,,NA,,8/21/2002 10:06
NA,SA,NA,NA,8/18/2004 8:32,NA,CHAMBC,NA,3,5,NA,CHAMBC,522.303.282,25,NA,8/18/2004 11:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,16,SA04231.CB1,NA,,NA,,NA,,8/18/2004 12:38
NA,SA,NA,NA,8/18/2006 7:42,NA,CHAMBC,NA,5,7,NA,CHAMBC,522.303.282,25,NA,8/18/2006 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,6.6,9,SA06230.CB1,NA,,NA,,NA,,8/18/2006 9:31
NA,SA,NA,NA,8/21/2008 9:48,NA,CHAMBC,NA,7,9,NA,CHAMBC,522.303.282,25,NA,8/21/2008 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,10.4,11,SA08234.CB2,NA,,NA,,NA,,8/21/2008 10:33
NA,SA,NA,NA,8/19/2009 7:37,NA,CHAMBC,NA,8,10,NA,CHAMBC,522.303.282,25,NA,8/20/2009 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.7,9.4,SA09231.CB1,NA,,NA,,NA,,8/21/2009 6:22
NA,SA,NA,NA,8/19/2009 8:48,NA,CHAMBC,NA,8,10,NA,CHAMBC,522.303.282,25,NA,8/19/2009 10:15,NA,ACHORD S,NMFS,SHOCK,HAND,9.4,13.5,SA09231.CB2,NA,,NA,,NA,,8/19/2009 11:47
NA,SA,NA,NA,8/25/2010 6:50,NA,CHAMBC,NA,9,11,NA,CHAMBC,522.303.282,25,NA,8/25/2010 10:20,NA,ACHORD S,NMFS,SHOCK,HAND,8.3,11,SA10237.CB2,NA,,NA,,NA,,8/25/2010 11:07
NA,GAA,NA,NA,8/21/2013 6:24,NA,CHAMBC,NA,12,14,NA,CHAMBC,522.303.282,25,NA,8/22/2013 5:00,NA,LAMB J,NMFS,SHOCK,HAND,9.3,9.5,GAA13233.CB1,NA,,NA,,NA,,9/4/2013 10:06
NA,GAA,NA,NA,8/21/2013 7:03,NA,CHAMBC,NA,12,14,NA,CHAMBC,522.303.282,25,NA,8/21/2013 9:35,NA,LAMB J,NMFS,SHOCK,HAND,9.5,12.1,GAA13233.CB2,NA,,NA,,NA,,9/4/2013 10:08
NA,GAA,NA,NA,8/20/2014 6:40,NA,CHAMBC,NA,13,15,NA,CHAMBC,522.303.282,25,NA,8/21/2013 5:40,NA,LAMB J,NMFS,SHOCK,HAND,9.9,14.5,GAA14232.CB,NA,,NA,,NA,,9/10/2014 10:55
NA,GAA,NA,NA,8/20/2014 8:06,NA,CHAMBC,NA,13,15,NA,CHAMBC,522.303.282,25,NA,8/20/2014 11:00,NA,LAMB J,NMFS,SHOCK,HAND,9.9,14.5,GAA14232.CB2,NA,,NA,,NA,,9/17/2014 15:39
NA,GAA,NA,NA,8/21/2015 5:44,NA,CHAMBC,NA,15,16,NA,CHAMBC,522.303.282,25,NA,8/22/2015 5:00,NA,ARIOUS V,NMFS,SHOCK,HAND,8,NA,GAA15233.CH1,NA,,NA,,NA,,8/21/2015 8:30
NA,GAA,NA,NA,8/21/2015 8:31,NA,CHAMBC,NA,15,16,NA,CHAMBC,522.303.282,25,NA,8/21/2015 10:30,NA,ARIOUS V,NMFS,SHOCK,HAND,8,12,GAA15233.CH2,NA,,NA,,NA,,8/21/2015 12:21
NA,GAA,NA,NA,8/24/2016 7:31,NA,CHAMBC,NA,15,17,NA,CHAMBC,522.303.282,25,NA,8/24/2016 13:15,NA,AXEL G,NMFS,SHOCK,HAND,6.8,16.9,GAA16237.CB1,NA,,NA,,NA,,8/31/2016 12:19
GAA-2018-235-001,GAA,Chamberlain Creek day 1,NA,8/23/2018 8:00,8/23/2018 7:00,CHAMBC,Juvenile,NA,2018,NA,CHAMBC,522.303.282,25,8,8/24/2018 6:00,8/24/2018 5:00,ARIOUS V,NMFS,SHOCK,HAND,8,NA,gaa-2018-235-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-235-002,GAA,Chamberlain Creek Day 1,NA,8/23/2018 8:00,8/23/2018 7:00,CHAMBC,Juvenile,NA,2018,NA,CHAMBC,522.303.282,25,14,8/23/2018 13:00,8/23/2018 12:00,ARIOUS V,NMFS,SHOCK,HAND,8,NA,gaa-2018-235-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-234-001,GAA,file 1,NA,8/22/2019 8:00,8/22/2019 7:00,CHAMBC,Juvenile,NA,2020,NA,CHAMBC,522.303.282,25,11.5,8/22/2019 11:00,8/22/2019 10:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2019-234-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-235-001,GAA,24 hr hold,NA,8/23/2019 8:00,8/23/2019 7:00,CHAMBC,Juvenile,NA,2020,NA,CHAMBC,522.303.282,25,8,8/24/2019 8:00,8/24/2019 7:00,ARIOUS V,NMFS,SHOCK,HAND,8.5,NA,gaa-2019-235-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-235-002,GAA,file 2,NA,8/23/2019 8:00,8/23/2019 7:00,CHAMBC,Juvenile,NA,2020,NA,CHAMBC,522.303.282,25,12,8/23/2019 12:15,8/23/2019 11:15,ARIOUS V,NMFS,SHOCK,HAND,8.5,NA,gaa-2019-235-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2021-228-001,GAA,24HR Hold,NA,8/16/2021 7:30,8/16/2021 6:30,CHAMBC,Juvenile,NA,2022,NA,CHAMBC,522.303.282,25,11,8/17/2021 5:45,8/17/2021 4:45,ARIOUS V,NMFS,SHOCK,HAND,11,NA,gaa-2021-228-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-228-003,GAA,Chamberlain Day1,NA,8/16/2025 8:00,8/16/2025 7:00,CHAMBC,Juvenile,NA,2026,NA,CHAMBC,522.303.282,25,12,8/17/2025 12:00,8/17/2025 11:00,ARIOUS V,NMFS,SHOCK,HAND,10,NA,gaa-2025-228-003.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-229-001,GAA,Chamberlain Day2,NA,8/17/2025 9:00,8/17/2025 8:00,CHAMBC,Juvenile,NA,2026,NA,CHAMBC,522.303.282,25,15,8/17/2025 13:00,8/17/2025 12:00,ARIOUS V,NMFS,SHOCK,HAND,12,NA,gaa-2025-229-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/22/1994 11:46,NA,CHAMBC,NA,93,95,NA,CHAMBC,522.303.282,26,NA,8/22/1994 13:45,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,10.5,SA94234.CB1,1,,1,,W,,8/22/1994 13:09
NA,AAB,NA,NA,8/22/2003 7:46,NA,CHAMBC,NA,2,4,NA,CHAMBC,522.303.282,26,NA,8/22/2003 11:30,NA,ACHORD S,IDFG,SHOCK,HAND,13,13,AAB03234.CB1,NA,,NA,,NA,,8/22/2003 10:21
NA,SA,NA,NA,8/22/2003 7:07,NA,CHAMBC,NA,2,4,NA,CHAMBC,522.303.282,26,NA,8/22/2003 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,13,13,SA03234.CB1,NA,,NA,,NA,,8/22/2003 10:18
NA,SA,NA,NA,8/25/2010 9:58,NA,CHAMBC,NA,9,11,NA,CHAMBC,522.303.282,26,NA,8/25/2010 11:20,NA,ACHORD S,NMFS,SHOCK,HAND,12,14,SA10237.CB3,NA,,NA,,NA,,8/25/2010 11:05
NA,SA,NA,NA,8/24/2011 5:40,NA,CHAMBC,NA,10,12,NA,CHAMBC,522.303.282,26,NA,8/25/2011 5:05,NA,ACHORD S,NMFS,SHOCK,HAND,9,9,SA11236.CB1,NA,,NA,,NA,,8/26/2011 6:31
NA,SA,NA,NA,8/24/2011 6:45,NA,CHAMBC,NA,10,12,NA,CHAMBC,522.303.282,26,NA,8/24/2011 9:30,NA,ACHORD S,NMFS,SHOCK,HAND,9,11,SA11236.CB2,NA,,NA,,NA,,8/24/2011 9:24
NA,SA,NA,NA,8/23/1991 5:46,NA,CHAMBC,NA,90,92,NA,CHAMBC,522.303.282,27,NA,8/23/1991 11:00,NA,ACHORD S,NMFS,BSEINE,AUTO,10.5,11,SA91235.CB1,1,,1,,W,,8/23/1991 8:12
NA,SA,NA,NA,8/23/1991 8:14,NA,CHAMBC,NA,90,92,NA,CHAMBC,522.303.282,27,NA,8/23/1991 11:00,NA,ACHORD S,NMFS,SHOCK,AUTO,11.5,12,SA91235.CB2,1,,1,,W,,8/23/1991 8:45
NA,SA,NA,NA,8/20/2012 6:06,NA,CHAMBC,NA,11,13,NA,CHAMBC,522.303.282,27,NA,8/21/2012 4:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,12,SA12233.CB1,NA,,NA,,NA,,8/20/2012 7:02
NA,SA,NA,NA,8/20/2012 7:03,NA,CHAMBC,NA,11,13,NA,CHAMBC,522.303.282,27,NA,8/20/2012 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,13.5,SA12233.CB2,NA,,NA,,NA,,8/20/2012 9:52
NA,SA,NA,NA,8/21/1994 8:35,NA,CHAMWF,NA,93,95,NA,CHAMWF,522.303.282.024,1,NA,8/21/1994 11:30,NA,ACHORD S,NMFS,BSEINE,HAND,9,10,SA94233.WC1,1,,1,,W,,8/21/1994 10:43
NA,SA,NA,NA,8/21/2001 8:00,NA,CHAMWF,NA,0,2,NA,CHAMWF,522.303.282.024,1,NA,8/22/2001 8:00,NA,MCINTYRE K,NMFS,BSEINE,HAND,8,8.5,SA01233.WC1,NA,,NA,,NA,,8/21/2001 10:50
NA,SA,NA,NA,8/21/2003 8:44,NA,CHAMWF,NA,2,4,NA,CHAMWF,522.303.282.024,1,NA,8/22/2003 13:00,NA,ACHORD S,NMFS,BSEINE,HAND,9,10,SA03233.WC1,NA,,NA,,NA,,8/21/2003 10:24
NA,SA,NA,NA,8/20/2008 8:54,NA,CHAMWF,NA,7,9,NA,CHAMWF,522.303.282.024,1,NA,8/20/2008 10:00,NA,ACHORD S,NMFS,BSEINE,HAND,8.3,9.5,SA08233.WC1,NA,,NA,,NA,,8/20/2008 11:49
NA,SA,NA,NA,8/18/2009 7:48,NA,CHAMWF,NA,8,10,NA,CHAMWF,522.303.282.024,1,NA,8/18/2009 11:10,NA,ACHORD S,NMFS,BSEINE,HAND,7.2,11.6,SA09230.WC1,NA,,NA,,NA,,8/18/2009 13:12
NA,SA,NA,NA,8/21/1994 10:44,NA,CHAMWF,NA,93,95,NA,CHAMWF,522.303.282.024,2,NA,8/21/1994 13:00,NA,ACHORD S,NMFS,BSEINE,HAND,10.5,13,SA94233.WC2,1,,1,,W,,8/21/1994 12:19
NA,AAB,NA,NA,8/21/2001 10:30,NA,CHAMWF,NA,0,2,NA,CHAMWF,522.303.282.024,2,NA,8/21/2001 12:00,NA,MCINTYRE K,IDFG,BSEINE,HAND,10.5,11,AAB01233.WC1,NA,,NA,,NA,,8/21/2001 10:48
NA,SA,NA,NA,8/21/2001 8:45,NA,CHAMWF,NA,0,2,NA,CHAMWF,522.303.282.024,2,NA,8/21/2001 12:00,NA,MCINTYRE K,NMFS,BSEINE,HAND,8.5,11,SA01233.WC2,NA,,NA,,NA,,8/21/2001 10:30
